bang,bang_ten,record_key,record_label,building_id,building_name,building_name_local,project_name,tower_codes,linked_case_id,is_target,country,city,district,address,latitude,longitude,developer,official_website,brochure_url,building_type,segment,status,year_launch,year_handover,num_towers,num_floors_above,num_basements,height_m,num_units_total,land_area_m2,gfa_m2,nfa_sale_m2,efficiency_ratio_pct,building_density_pct,green_area_pct,parking_ratio,unit_types_summary,unit_area_min_m2,unit_area_max_m2,units_per_floor_typical,dominant_layout_class,mix_by_bedroom_pct,handover_standard,handover_brands,amenity_count,amenity_highlights,architect_firm,architect_country,interior_designer,landscape_architect,architectural_style,design_concept,design_concept_keywords,massing_form,facade_material,facade_system,window_wall_ratio_pct,balcony_type,floor_to_ceiling_m,signature_features,green_cert,green_cert_level,awards,orientation_note,unit_type_id,type_code,type_name,layout_class,bedrooms,bathrooms,has_multipurpose_room,area_gross_m2,area_net_m2,area_basis_reported,ratio_net_gross_pct,area_balcony_m2,num_units_of_type,share_of_total_pct,facing,view_type,is_corner,floorplan_url,floorplan_file,room_id,room_code,room_type,room_label_raw,area_m2,width_m,length_m,has_window,is_ensuite,position_note,source_type,floor_plate_id,tower_code,floor_range,floor_label,units_per_floor,unit_type_mix,gfa_per_floor_m2,nfa_per_floor_m2,efficiency_per_floor_pct,corridor_type,num_elevators,num_elevators_service,units_per_elevator,num_stairs,core_position,floorplate_url,handover_id,applies_to_unit_type_id,item_code,item_category,item_name,item_spec,brand,brand_origin,is_included,note,amenity_id,amenity_category,amenity_name,amenity_name_local,location,floor_level,is_indoor,is_resident_free,operator_brand,is_highlight,price_id,market,price_min,price_max,price_avg,currency,price_unit,price_basis,includes_vat,includes_maintenance_fee,period,observed_at,sample_size,fx_rate_to_usd,price_usd_per_m2,listing_url,num_unit_types,num_rooms_captured,num_handover_items,num_amenities,num_price_obs,price_usd_per_m2_primary,price_usd_per_m2_secondary,secondary_premium_pct,price_growth_pct_yoy,sources_ok,extracted_at,confidence,source_urls,evidence_json
B5,handover_item,city_tower_the_rainbow__mat_ban_bep_da_tu_nhien,Mặt bàn bếp đá tự nhiên (天然石カウンタートップ),city_tower_the_rainbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city_tower_the_rainbow__mat_ban_bep_da_tu_nhien,,mat_ban_bep_da_tu_nhien,bep,Mặt bàn bếp đá tự nhiên (天然石カウンタートップ),キッチンのカウンタートップには、美しく、高級感あふれる天然石を採用しました。,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,https://www.major7.net/Bukkendetail/00000010001259,"{""item_code"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""天然石カウンタートップ"", ""confidence"": ""high""}, ""item_category"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""キッチンのカウンタートップには、美しく、高級感あふれる天然石を採用しました。"", ""confidence"": ""high""}, ""item_name"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""天然石カウンタートップ"", ""confidence"": ""high""}, ""item_spec"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""キッチンのカウンタートップには、美しく、高級感あふれる天然石を採用しました。"", ""confidence"": ""high""}, ""is_included"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""設備・構造 … 天然石カウンタートップ"", ""confidence"": ""high""}}"
B5,handover_item,city_tower_the_rainbow__may_rua_bat_say_dang_truot,Máy rửa bát sấy khô dạng trượt (スライド式食器洗い乾燥機),city_tower_the_rainbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city_tower_the_rainbow__may_rua_bat_say_dang_truot,,may_rua_bat_say_dang_truot,bep,Máy rửa bát sấy khô dạng trượt (スライド式食器洗い乾燥機),手間をかけず効率よく食器類が洗浄でき、節水効果にも優れた食器洗い乾燥機をご用意しました。スライド式なので、楽な姿勢で食器の出し入れができます。,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,https://www.major7.net/Bukkendetail/00000010001259,"{""item_code"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""スライド式食器洗い乾燥機"", ""confidence"": ""high""}, ""item_category"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""食器洗い乾燥機をご用意しました。スライド式なので、楽な姿勢で食器の出し入れができます。"", ""confidence"": ""high""}, ""item_name"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""スライド式食器洗い乾燥機"", ""confidence"": ""high""}, ""item_spec"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""手間をかけず効率よく食器類が洗浄でき、節水効果にも優れた食器洗い乾燥機をご用意しました。スライド式なので、楽な姿勢で食器の出し入れができます。"", ""confidence"": ""high""}, ""is_included"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""設備・構造 … スライド式食器洗い乾燥機"", ""confidence"": ""high""}}"
B5,handover_item,city_tower_the_rainbow__voi_sen_bep_tich_hop_loc_nuoc,Vòi sen bếp tích hợp lọc nước dạng âm bàn (ビルトインタイプ複合シャワー水栓),city_tower_the_rainbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city_tower_the_rainbow__voi_sen_bep_tich_hop_loc_nuoc,,voi_sen_bep_tich_hop_loc_nuoc,bep,Vòi sen bếp tích hợp lọc nước dạng âm bàn (ビルトインタイプ複合シャワー水栓),湯水の開閉・調整レバーと浄水開閉レバーのダブルレバー操作で泡沫吐水とスプレーシャワーの2パターン吐水ができ浄水も原水と同様に吐水できます。アンダーシンクタイプの大容量浄水カートリッジ…シャワーヘッドを引き出せるので、シンクの掃除などにも便利です。,,,true,※カートリッジ交換費用は別途お客様のご負担となります。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,https://www.major7.net/Bukkendetail/00000010001259,"{""item_code"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""ビルトインタイプ複合シャワー水栓"", ""confidence"": ""high""}, ""item_category"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""シャワーヘッドを引き出せるので、シンクの掃除などにも便利です。"", ""confidence"": ""high""}, ""item_name"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""ビルトインタイプ複合シャワー水栓"", ""confidence"": ""high""}, ""item_spec"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""湯水の開閉・調整レバーと浄水開閉レバーのダブルレバー操作で泡沫吐水とスプレーシャワーの2パターン吐水ができ浄水も原水と同様に吐水できます。アンダーシンクタイプの大容量浄水カートリッジでスパウトインタイプに比べたっぷり長期間浄水が使用できます。"", ""confidence"": ""high""}, ""is_included"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""設備・構造 … ビルトインタイプ複合シャワー水栓"", ""confidence"": ""high""}, ""note"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""※カートリッジ交換費用は別途お客様のご負担となります。"", ""confidence"": ""high""}}"
B5,handover_item,city_tower_the_rainbow__mat_ban_lavabo_da_tu_nhien,Mặt bàn lavabo đá tự nhiên (天然石洗面カウンター),city_tower_the_rainbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city_tower_the_rainbow__mat_ban_lavabo_da_tu_nhien,,mat_ban_lavabo_da_tu_nhien,thiet_bi_ve_sinh,Mặt bàn lavabo đá tự nhiên (天然石洗面カウンター),洗面化粧台のカウンターには美しく、高級感あふれる天然石を採用しました。,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,https://www.major7.net/Bukkendetail/00000010001259,"{""item_code"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""天然石洗面カウンター"", ""confidence"": ""high""}, ""item_category"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""洗面化粧台のカウンターには美しく、高級感あふれる天然石を採用しました。"", ""confidence"": ""high""}, ""item_name"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""天然石洗面カウンター"", ""confidence"": ""high""}, ""item_spec"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""洗面化粧台のカウンターには美しく、高級感あふれる天然石を採用しました。"", ""confidence"": ""high""}, ""is_included"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""設備・構造 … 天然石洗面カウンター"", ""confidence"": ""high""}}"
B5,handover_item,city_tower_the_rainbow__wc_co_ban_rua_tay_da_tu_nhien,WC có bàn rửa tay hoàn thiện đá tự nhiên (手洗いカウンター付トイレ),city_tower_the_rainbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city_tower_the_rainbow__wc_co_ban_rua_tay_da_tu_nhien,,wc_co_ban_rua_tay_da_tu_nhien,thiet_bi_ve_sinh,WC có bàn rửa tay hoàn thiện đá tự nhiên (手洗いカウンター付トイレ),トイレには、高級感あふれる天然石仕上げの手洗いカウンターを設けています。,,,true,※Pタイプのトイレ（2）を除く。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,https://www.major7.net/Bukkendetail/00000010001259,"{""item_code"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""手洗いカウンター付トイレ"", ""confidence"": ""high""}, ""item_category"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""トイレには、高級感あふれる天然石仕上げの手洗いカウンターを設けています。"", ""confidence"": ""high""}, ""item_name"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""手洗いカウンター付トイレ"", ""confidence"": ""high""}, ""item_spec"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""トイレには、高級感あふれる天然石仕上げの手洗いカウンターを設けています。"", ""confidence"": ""high""}, ""is_included"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""設備・構造 … 手洗いカウンター付トイレ"", ""confidence"": ""high""}, ""note"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""※Pタイプのトイレ（2）を除く。"", ""confidence"": ""high""}}"
B5,handover_item,city_tower_the_rainbow__bat_sen_tiet_kiem_nuoc,Bát sen tiết kiệm nước (節水シャワーヘッド),city_tower_the_rainbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city_tower_the_rainbow__bat_sen_tiet_kiem_nuoc,,bat_sen_tiet_kiem_nuoc,thiet_bi_ve_sinh,Bát sen tiết kiệm nước (節水シャワーヘッド),シャワーヘッドに付いたボタンを押すだけで、吐水・止水を繰り返すことができ大変便利です。また、従来のシャワーと比較すると最大約35％＜パナソニック（株）比＞節水となります。,,,true,※最上階住戸を除く。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,https://www.major7.net/Bukkendetail/00000010001259,"{""item_code"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""節水シャワーヘッド"", ""confidence"": ""high""}, ""item_category"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""シャワーヘッドに付いたボタンを押すだけで、吐水・止水を繰り返すことができ大変便利です。"", ""confidence"": ""high""}, ""item_name"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""節水シャワーヘッド"", ""confidence"": ""high""}, ""item_spec"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""シャワーヘッドに付いたボタンを押すだけで、吐水・止水を繰り返すことができ大変便利です。また、従来のシャワーと比較すると最大約35％＜パナソニック（株）比＞節水となります。"", ""confidence"": ""high""}, ""is_included"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""設備・構造 … 節水シャワーヘッド"", ""confidence"": ""high""}, ""note"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""※最上階住戸を除く。"", ""confidence"": ""high""}}"
B5,handover_item,city_tower_the_rainbow__tram_sac_xe_dien,Thiết bị sạc xe điện trong hầm đỗ xe (電気自動車充電設備),city_tower_the_rainbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city_tower_the_rainbow__tram_sac_xe_dien,,tram_sac_xe_dien,thiet_bi_dien,Thiết bị sạc xe điện trong hầm đỗ xe (電気自動車充電設備),駐車場内には、電気自動車・プラグインハイブリッド車の充電に対応した設備を設置し、エコカーをより身近なものとする環境を整えました。,,,true,※本設備のご利用は有料となります。 (thiết bị được lắp sẵn nhưng sử dụng có thu phí),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,https://www.major7.net/Bukkendetail/00000010001259,"{""item_code"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""電気自動車充電設備"", ""confidence"": ""high""}, ""item_category"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""駐車場内には、電気自動車・プラグインハイブリッド車の充電に対応した設備を設置し"", ""confidence"": ""high""}, ""item_name"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""電気自動車充電設備"", ""confidence"": ""high""}, ""item_spec"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""駐車場内には、電気自動車・プラグインハイブリッド車の充電に対応した設備を設置し、エコカーをより身近なものとする環境を整えました。"", ""confidence"": ""high""}, ""is_included"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""設備・構造 … 電気自動車充電設備"", ""confidence"": ""high""}, ""note"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""※本設備のご利用は有料となります。"", ""confidence"": ""high""}}"
B5,handover_item,city_tower_the_rainbow__an_ninh_online_24h_s_guard,Hệ thống an ninh trực tuyến 24h S-GUARD,city_tower_the_rainbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city_tower_the_rainbow__an_ninh_online_24h_s_guard,,an_ninh_online_24h_s_guard,an_ninh_pccc,Hệ thống an ninh trực tuyến 24h S-GUARD,24時間オンライン体制で、セコム（株）セコム・コントロールセンターにつながっています。各住戸、共用部で警報が発信されると、セコム（株）の警備員が現場に急行し、必要な通報などの対応を致します。,セコム（株）,,true,警備業務明細書の規定に従い、事前にお預かりした専有部の鍵を使用した住戸内での対応、共用部設備の異常信号を受信した場合の現地確認等を行う,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,https://www.major7.net/Bukkendetail/00000010001259,"{""item_code"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""S-GUARD（エスガード）"", ""confidence"": ""high""}, ""item_category"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""各住戸、共用部で警報が発信されると、セコム（株）の警備員が現場に急行し、必要な通報などの対応を致します。"", ""confidence"": ""high""}, ""item_name"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""S-GUARD（エスガード）"", ""confidence"": ""high""}, ""item_spec"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""24時間オンライン体制で、セコム（株）セコム・コントロールセンターにつながっています。各住戸、共用部で警報が発信されると、セコム（株）の警備員が現場に急行し、必要な通報などの対応を致します。"", ""confidence"": ""high""}, ""brand"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""24時間オンライン体制で、セコム（株）セコム・コントロールセンターにつながっています。"", ""confidence"": ""high""}, ""is_included"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""設備・構造 … S-GUARD（エスガード）"", ""confidence"": ""high""}, ""note"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""警備業務明細書の規定に従い、事前にお預かりした専有部の鍵を使用した住戸内での対応、共用部設備の異常信号を受信した場合の現地確認等、迅速かつ適切な対処に貢献します。"", ""confidence"": ""high""}}"
B5,handover_item,city_tower_the_rainbow__camera_an_ninh,Camera an ninh khu vực chung (防犯カメラ),city_tower_the_rainbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city_tower_the_rainbow__camera_an_ninh,,camera_an_ninh,an_ninh_pccc,Camera an ninh khu vực chung (防犯カメラ),エントランスやエレベーター内、外構等の共用部に防犯カメラを設置。不審者の侵入や犯罪を抑制するとともに、24時間録画される画像は一定期間保管されます。,,,true,※エレベーター以外はレンタルとなり、費用等は管理費に含まれます。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,https://www.major7.net/Bukkendetail/00000010001259,"{""item_code"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""防犯カメラ"", ""confidence"": ""high""}, ""item_category"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""エントランスやエレベーター内、外構等の共用部に防犯カメラを設置。不審者の侵入や犯罪を抑制する"", ""confidence"": ""high""}, ""item_name"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""防犯カメラ"", ""confidence"": ""high""}, ""item_spec"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""エントランスやエレベーター内、外構等の共用部に防犯カメラを設置。不審者の侵入や犯罪を抑制するとともに、24時間録画される画像は一定期間保管されます。"", ""confidence"": ""high""}, ""is_included"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""設備・構造 … 防犯カメラ"", ""confidence"": ""high""}, ""note"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""※エレベーター以外はレンタルとなり、費用等は管理費に含まれます。"", ""confidence"": ""high""}}"
B6,amenity,city_tower_the_rainbow__sky_lounge,Sky lounge (sảnh ngắm cảnh tầng cao),city_tower_the_rainbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city_tower_the_rainbow__sky_lounge,cong_dong_su_kien,Sky lounge (sảnh ngắm cảnh tầng cao),スカイラウンジ,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,https://www.major7.net/Bukkendetail/00000010001259,"{""slug"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""≪充実の共用施設≫スカイラウンジ、ゲストルーム、フィットネスルーム、テレワークラウンジ"", ""confidence"": ""medium""}, ""amenity_category"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""≪充実の共用施設≫スカイラウンジ、ゲストルーム、フィットネスルーム、テレワークラウンジ"", ""confidence"": ""medium""}, ""amenity_name"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""≪充実の共用施設≫スカイラウンジ、ゲストルーム、フィットネスルーム、テレワークラウンジ"", ""confidence"": ""medium""}, ""amenity_name_local"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""≪充実の共用施設≫スカイラウンジ、ゲストルーム、フィットネスルーム、テレワークラウンジ"", ""confidence"": ""medium""}, ""is_highlight"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""物件のポイント … ≪充実の共用施設≫スカイラウンジ、ゲストルーム、フィットネスルーム、テレワークラウンジ"", ""confidence"": ""medium""}}"
B6,amenity,city_tower_the_rainbow__guest_room,Phòng lưu trú cho khách,city_tower_the_rainbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city_tower_the_rainbow__guest_room,cong_dong_su_kien,Phòng lưu trú cho khách,ゲストルーム,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,https://www.major7.net/Bukkendetail/00000010001259,"{""slug"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""≪充実の共用施設≫スカイラウンジ、ゲストルーム、フィットネスルーム、テレワークラウンジ"", ""confidence"": ""medium""}, ""amenity_category"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""≪充実の共用施設≫スカイラウンジ、ゲストルーム、フィットネスルーム、テレワークラウンジ"", ""confidence"": ""medium""}, ""amenity_name"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""≪充実の共用施設≫スカイラウンジ、ゲストルーム、フィットネスルーム、テレワークラウンジ"", ""confidence"": ""medium""}, ""amenity_name_local"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""≪充実の共用施設≫スカイラウンジ、ゲストルーム、フィットネスルーム、テレワークラウンジ"", ""confidence"": ""medium""}, ""is_highlight"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""物件のポイント … ≪充実の共用施設≫スカイラウンジ、ゲストルーム、フィットネスルーム、テレワークラウンジ"", ""confidence"": ""medium""}}"
B6,amenity,city_tower_the_rainbow__fitness_room,Phòng tập fitness,city_tower_the_rainbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city_tower_the_rainbow__fitness_room,the_thao_gym,Phòng tập fitness,フィットネスルーム,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,https://www.major7.net/Bukkendetail/00000010001259,"{""slug"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""≪充実の共用施設≫スカイラウンジ、ゲストルーム、フィットネスルーム、テレワークラウンジ"", ""confidence"": ""medium""}, ""amenity_category"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""≪充実の共用施設≫スカイラウンジ、ゲストルーム、フィットネスルーム、テレワークラウンジ"", ""confidence"": ""medium""}, ""amenity_name"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""≪充実の共用施設≫スカイラウンジ、ゲストルーム、フィットネスルーム、テレワークラウンジ"", ""confidence"": ""medium""}, ""amenity_name_local"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""≪充実の共用施設≫スカイラウンジ、ゲストルーム、フィットネスルーム、テレワークラウンジ"", ""confidence"": ""medium""}, ""is_highlight"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""物件のポイント … ≪充実の共用施設≫スカイラウンジ、ゲストルーム、フィットネスルーム、テレワークラウンジ"", ""confidence"": ""medium""}}"
